                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    132,                0.72107,                0.67604,                 1.3225,                0.93094,                0.47368,                 0.4644,                0.38988,                0.88335,                  1.025,                 1.4864,             0.00094636,             0.00094636,             0.00094636
                    133,                0.68767,                0.61395,                  1.334,                 0.9213,                    0.5,                0.45283,                0.37903,                0.84421,                0.93319,                 1.3843,             0.00094085,             0.00094085,             0.00094085
                    134,                0.69563,                0.66282,                 1.3433,                0.91891,                    0.5,                0.45715,                0.37018,                0.87296,                0.92568,                 1.4586,             0.00093535,             0.00093535,             0.00093535
                    135,                0.67638,                0.64208,                 1.3133,                0.91264,                    0.5,                0.43765,                0.35767,                0.85086,                0.94318,                 1.4508,             0.00092985,             0.00092985,             0.00092985
                    136,                0.65503,                0.61687,                 1.3008,                0.91933,                0.48684,                0.43311,                0.34633,                0.89584,                0.94394,                 1.4486,             0.00092435,             0.00092435,             0.00092435
                    137,                 0.6825,                0.62126,                 1.3234,                0.90407,                0.49883,                  0.447,                0.35033,                 1.1156,                  1.206,                  1.697,             0.00091885,             0.00091885,             0.00091885
                    138,                0.66416,                0.61814,                 1.3033,                0.91152,                    0.5,                0.44439,                0.35794,                0.91017,                 1.0541,                 1.4643,             0.00091335,             0.00091335,             0.00091335
                    139,                0.67193,                0.62993,                 1.3081,                0.91227,                    0.5,                0.45941,                0.38278,                0.83476,                0.95564,                 1.4115,             0.00090785,             0.00090785,             0.00090785
                    140,                0.64737,                0.63759,                 1.3079,                 0.9078,                0.48684,                0.44554,                0.33677,                 1.0502,                 1.1669,                  1.671,             0.00090235,             0.00090235,             0.00090235
                    141,                0.67047,                0.64772,                 1.3061,                0.90467,                    0.5,                0.45346,                0.38894,                0.81941,                0.98954,                 1.3783,             0.00089685,             0.00089685,             0.00089685
