                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.71159,                0.65042,                 1.3333,                0.64408,                 0.6875,                0.57859,                0.42487,                0.91449,                0.93162,                 1.5539,              0.0011169,              0.0011169,              0.0011169
                    102,                0.71907,                0.66031,                 1.3557,                0.51673,                0.60219,                0.53308,                0.39797,                0.93907,                 1.1513,                 1.6313,              0.0011114,              0.0011114,              0.0011114
                    103,                0.68902,                0.65526,                 1.3238,                0.79984,                0.47305,                0.39479,                0.29475,                 1.3397,                 1.6531,                 2.1568,              0.0011059,              0.0011059,              0.0011059
                    104,                0.69552,                0.65833,                  1.323,                   0.81,                  0.625,                0.56919,                0.40319,                0.98644,                0.87224,                 1.5069,              0.0011004,              0.0011004,              0.0011004
                    105,                0.67503,                 0.6386,                 1.3155,                0.69498,                 0.6179,                0.57632,                 0.4377,                0.92208,                0.88211,                 1.4753,              0.0010949,              0.0010949,              0.0010949
                    106,                 0.6867,                0.62824,                 1.3231,                0.40418,                 0.5625,                0.50523,                0.37693,                 1.0395,                 1.0864,                 1.5947,              0.0010894,              0.0010894,              0.0010894
                    107,                0.67669,                0.64712,                 1.3152,                0.68276,                0.62767,                0.61015,                0.42053,                0.93717,                0.80255,                 1.4844,              0.0010839,              0.0010839,              0.0010839
                    108,                0.70759,                0.64673,                 1.3299,                0.36989,                0.54953,                0.46415,                0.34065,                 1.1409,                 1.2369,                 1.7012,              0.0010784,              0.0010784,              0.0010784
                    109,                0.71354,                0.65131,                  1.362,                0.52027,                 0.5664,                0.53778,                0.38738,                0.93253,                  1.027,                  1.456,              0.0010729,              0.0010729,              0.0010729
                    110,                0.68401,                0.63799,                 1.3321,                0.67899,                0.60704,                0.58042,                0.42828,                0.94191,                0.92069,                 1.5124,              0.0010674,              0.0010674,              0.0010674
                    111,                 0.6693,                0.61969,                 1.2992,                 0.4544,                 0.5625,                0.55188,                0.37129,                 1.1194,                0.97081,                 1.8835,              0.0010619,              0.0010619,              0.0010619
                    112,                0.67927,                0.61285,                 1.3286,                0.74487,                0.61184,                0.61256,                0.38719,                 1.1143,                0.89997,                  1.738,              0.0010564,              0.0010564,              0.0010564
                    113,                0.68948,                0.63213,                 1.3346,                0.68326,                 0.5625,                  0.508,                0.40136,                 1.0246,                0.99084,                 1.6835,              0.0010509,              0.0010509,              0.0010509
                    114,                0.67709,                0.63794,                 1.2915,                0.85792,                0.48684,                0.43223,                 0.3323,                 1.1574,                 1.3126,                 1.9499,              0.0010454,              0.0010454,              0.0010454
                    115,                0.69575,                0.64249,                 1.3263,                0.42165,                0.55939,                0.52358,                0.37067,                 1.0011,                 1.0238,                 1.6088,              0.0010399,              0.0010399,              0.0010399
                    116,                0.67052,                0.61121,                 1.3302,                 0.7067,                 0.6875,                  0.618,                0.43839,                0.97183,                0.91151,                 1.4778,              0.0010344,              0.0010344,              0.0010344
                    117,                0.66066,                0.58468,                 1.3258,                0.62078,                0.61184,                 0.5969,                0.41101,                0.99644,                0.95797,                  1.762,              0.0010289,              0.0010289,              0.0010289
                    118,                0.66425,                0.62352,                  1.322,                0.60821,                 0.6875,                 0.5749,                0.42104,                0.96193,                0.87708,                 1.4802,              0.0010234,              0.0010234,              0.0010234
                    119,                0.65623,                0.58438,                 1.3003,                0.55727,                  0.625,                0.57175,                0.40486,                0.92621,                0.92844,                 1.4563,              0.0010179,              0.0010179,              0.0010179
                    120,                 0.6451,                0.60757,                 1.3001,                 0.5595,                  0.625,                0.56578,                0.42284,                 1.0331,                0.93775,                 1.6448,              0.0010124,              0.0010124,              0.0010124
                    121,                0.66241,                0.59127,                 1.3249,                0.81929,                0.62493,                0.59326,                0.40203,                 1.0288,                0.97845,                 1.5395,              0.0010069,              0.0010069,              0.0010069
                    122,                0.62625,                0.58163,                 1.2955,                0.28431,                0.54934,                0.44249,                 0.3363,                 1.1302,                 1.2342,                 1.8488,              0.0010014,              0.0010014,              0.0010014
                    123,                0.63903,                0.60494,                 1.2987,                0.60775,                  0.625,                0.56469,                0.41179,                  0.916,                0.97658,                 1.4604,             0.00099587,             0.00099587,             0.00099587
                    124,                0.62415,                0.53957,                 1.2944,                0.86919,                0.66759,                0.64395,                0.44169,                0.91688,                0.93546,                 1.4744,             0.00099036,             0.00099036,             0.00099036
                    125,                0.64077,                0.59069,                 1.3134,                0.59417,                 0.6875,                0.56904,                0.40445,                0.92845,                0.93127,                 1.5624,             0.00098486,             0.00098486,             0.00098486
                    126,                0.64562,                0.61224,                 1.3024,                0.40222,                 0.5625,                0.46154,                0.34425,                 1.1571,                 1.0931,                  1.676,             0.00097936,             0.00097936,             0.00097936
                    127,                0.66017,                0.59986,                 1.3025,                0.43897,                 0.6875,                0.50713,                0.36483,                0.90125,                0.92133,                 1.5639,             0.00097386,             0.00097386,             0.00097386
                    128,                0.65729,                 0.6041,                 1.3135,                0.90026,                    0.5,                0.45681,                0.35179,                 1.1085,                 1.1212,                 1.6604,             0.00096836,             0.00096836,             0.00096836
                    129,                0.64739,                0.60605,                 1.3037,                 0.8418,                    0.5,                0.44254,                0.34521,                 1.1701,                 1.4466,                 1.7502,             0.00096286,             0.00096286,             0.00096286
                    130,                0.65878,                0.59343,                 1.3154,                0.63917,                 0.5625,                0.50629,                0.33764,                 1.0202,                 1.0498,                 1.7366,             0.00095736,             0.00095736,             0.00095736
