                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                0.76653,                0.72983,                 1.3953,                0.89511,                    0.5,                0.43972,                0.36635,                0.89736,                0.92155,                 1.4665,              0.0013259,              0.0013259,              0.0013259
                     64,                0.72044,                 0.6871,                 1.3537,                0.89346,                    0.5,                 0.4124,                 0.3046,                 1.0916,                 1.1079,                 1.7317,              0.0013204,              0.0013204,              0.0013204
                     65,                0.71551,                 0.6873,                 1.3552,                0.89466,                0.49303,                0.43892,                 0.3674,                0.90276,                 1.0057,                 1.5479,              0.0013149,              0.0013149,              0.0013149
                     66,                0.75147,                0.66115,                 1.3803,                0.88603,                    0.5,                0.43842,                0.31739,                 1.2939,                 1.2812,                 1.8716,              0.0013094,              0.0013094,              0.0013094
                     67,                0.78394,                0.70557,                 1.4096,                0.87552,                    0.5,                0.42014,                0.33745,                0.92628,                 1.2102,                 1.5218,              0.0013039,              0.0013039,              0.0013039
                     68,                0.70526,                0.66355,                 1.3436,                 0.8985,                    0.5,                0.45963,                0.36383,                 0.9937,                 1.0757,                 1.5671,              0.0012984,              0.0012984,              0.0012984
                     69,                0.72791,                 0.6974,                 1.3693,                0.90993,                    0.5,                0.43021,                0.33688,                 1.0423,                 1.0199,                 1.6488,              0.0012929,              0.0012929,              0.0012929
                     70,                0.73624,                0.70712,                 1.3604,                0.88927,                    0.5,                0.43505,                0.35249,                0.98121,                 1.0078,                 1.5474,              0.0012874,              0.0012874,              0.0012874
                     71,                0.71307,                0.67058,                 1.3462,                0.88591,                    0.5,                0.43232,                0.33653,                 1.0484,                 1.1348,                 1.6388,              0.0012819,              0.0012819,              0.0012819
                     72,                0.76458,                0.70527,                 1.3736,                0.90225,                    0.5,                0.46251,                0.34634,                 1.0521,                0.96889,                 1.5889,              0.0012764,              0.0012764,              0.0012764
                     73,                0.73862,                0.69766,                 1.3478,                0.88755,                0.40811,                0.41908,                 0.3243,                 1.1859,                 1.2871,                 1.7521,              0.0012709,              0.0012709,              0.0012709
                     74,                0.68518,                0.66972,                 1.3367,                0.90419,                0.49956,                 0.4436,                0.36479,                0.87613,                0.96593,                 1.4713,              0.0012654,              0.0012654,              0.0012654
                     75,                0.77801,                0.70278,                 1.3662,                0.83393,                0.40789,                0.38337,                0.25082,                   1.43,                 1.4114,                 2.1778,              0.0012599,              0.0012599,              0.0012599
                     76,                0.68621,                0.66583,                 1.3122,                0.90399,                    0.5,                0.43599,                 0.3324,                 1.0117,                  1.178,                  1.591,              0.0012544,              0.0012544,              0.0012544
                     77,                0.71591,                0.69221,                 1.3606,                0.91071,                    0.5,                0.44099,                0.34846,                0.97141,                 1.0267,                 1.5785,              0.0012489,              0.0012489,              0.0012489
                     78,                0.74245,                0.67401,                 1.3574,                0.90423,                0.49986,                0.43142,                0.34769,                0.88949,                0.97943,                 1.4297,              0.0012434,              0.0012434,              0.0012434
                     79,                0.75777,                0.67472,                 1.3696,                0.91197,                    0.5,                0.44603,                0.36886,                0.88411,                  1.028,                 1.4844,              0.0012379,              0.0012379,              0.0012379
                     80,                0.72979,                0.68241,                 1.3524,                0.91042,                    0.5,                0.47818,                0.38833,                0.92903,                0.93753,                  1.453,              0.0012324,              0.0012324,              0.0012324
                     81,                0.71562,                0.68133,                 1.3432,                0.74827,                 0.5625,                0.54897,                0.42382,                0.81675,                0.91057,                  1.371,              0.0012269,              0.0012269,              0.0012269
                     82,                0.71017,                0.65651,                 1.3339,                0.90053,                0.48684,                0.44387,                0.34247,                 1.0529,                 1.0876,                 1.6214,              0.0012214,              0.0012214,              0.0012214
                     83,                0.68356,                0.62806,                 1.3197,                0.91167,                    0.5,                0.45513,                0.37817,                0.88137,                0.93445,                 1.4596,              0.0012159,              0.0012159,              0.0012159
                     84,                0.74475,                0.65614,                 1.3421,                 0.8938,                    0.5,                0.42731,                0.33511,                 1.0099,                 1.0068,                 1.7133,              0.0012104,              0.0012104,              0.0012104
                     85,                 0.7046,                0.64021,                 1.3311,                0.90165,                    0.5,                0.43841,                0.35222,                0.90816,                0.95529,                 1.4691,              0.0012049,              0.0012049,              0.0012049
                     86,                0.68941,                0.61348,                 1.3455,                0.91778,                    0.5,                0.44738,                0.36289,                 0.8754,                0.93056,                  1.447,              0.0011994,              0.0011994,              0.0011994
                     87,                0.73835,                0.65873,                 1.3406,                0.90425,                    0.5,                0.44688,                0.34345,                0.96356,                 1.0333,                 1.5716,              0.0011939,              0.0011939,              0.0011939
                     88,                0.64333,                0.61217,                 1.3083,                0.90318,                    0.5,                0.45674,                0.36874,                0.90246,                0.80642,                 1.4404,              0.0011884,              0.0011884,              0.0011884
                     89,                    0.7,                0.64219,                 1.3343,                0.91065,                    0.5,                0.45164,                 0.3617,                0.91492,                0.97128,                 1.4507,              0.0011829,              0.0011829,              0.0011829
                     90,                0.66731,                0.63266,                 1.3234,                0.91103,                0.48632,                0.44958,                0.34087,                 1.0253,                 1.0424,                 1.5499,              0.0011774,              0.0011774,              0.0011774
                     91,                0.65579,                0.58311,                 1.3042,                0.90832,                    0.5,                0.44943,                0.37588,                0.92935,                0.92274,                 1.7188,              0.0011719,              0.0011719,              0.0011719
                     92,                0.65847,                 0.6011,                 1.3026,                0.90113,                    0.5,                0.45757,                0.36515,                 1.0021,                 1.0134,                 1.5357,              0.0011664,              0.0011664,              0.0011664
                     93,                0.66933,                0.61009,                  1.322,                0.41537,                  0.625,                0.46899,                 0.3813,                0.91271,                0.93678,                 1.4508,              0.0011609,              0.0011609,              0.0011609
                     94,                0.67266,                0.62586,                  1.312,                 0.8653,                    0.5,                0.45659,                0.31803,                 1.1627,                 1.0574,                  1.796,              0.0011554,              0.0011554,              0.0011554
                     95,                0.69332,                0.63611,                 1.3327,                0.39901,                 0.5625,                0.44678,                0.35439,                 0.8895,                0.87992,                 1.4521,              0.0011499,              0.0011499,              0.0011499
                     96,                0.69394,                0.62985,                 1.3149,                 0.9082,                    0.5,                0.43704,                0.35807,                0.88708,                0.93547,                 1.4609,              0.0011444,              0.0011444,              0.0011444
                     97,                0.64076,                0.57279,                 1.2957,                0.91408,                0.48684,                0.44325,                0.33299,                 1.0504,                0.99786,                  1.639,              0.0011389,              0.0011389,              0.0011389
                     98,                0.67225,                0.60575,                 1.3075,                0.88699,                    0.5,                 0.4541,                0.38795,                 1.1346,                 1.1827,                 1.8357,              0.0011334,              0.0011334,              0.0011334
                     99,                0.67661,                0.61239,                 1.3169,                0.89476,                    0.5,                0.44358,                0.36147,                0.95169,                  1.146,                   1.55,              0.0011279,              0.0011279,              0.0011279
                    100,                0.66211,                0.60518,                 1.3176,                0.90778,                    0.5,                0.43641,                0.35669,                0.89878,                0.90013,                 1.5112,              0.0011224,              0.0011224,              0.0011224
                    101,                0.68437,                0.61683,                 1.3168,                0.46153,                 0.5625,                 0.4754,                0.39103,                0.94244,                0.91783,                 1.5234,              0.0011169,              0.0011169,              0.0011169
                    102,                0.68697,                0.60941,                 1.3283,                0.90009,                0.48684,                 0.4426,                0.36543,                0.91698,                 1.0407,                 1.5305,              0.0011114,              0.0011114,              0.0011114
                    103,                0.66556,                 0.6082,                 1.3015,                0.46903,                 0.5625,                0.47433,                 0.3755,                 0.8851,                0.93986,                 1.5017,              0.0011059,              0.0011059,              0.0011059
                    104,                0.66183,                0.60797,                 1.2994,                0.90333,                    0.5,                0.46325,                0.36535,                 1.0056,                 1.0006,                 1.5286,              0.0011004,              0.0011004,              0.0011004
                    105,                0.64015,                0.61526,                 1.2927,                  0.895,                0.47368,                0.44542,                0.35334,                0.96876,                 1.0182,                 1.5305,              0.0010949,              0.0010949,              0.0010949
                    106,                0.66876,                0.60083,                  1.305,                0.89904,                    0.5,                0.43237,                0.37122,                0.86882,                0.93257,                 1.4522,              0.0010894,              0.0010894,              0.0010894
                    107,                0.66302,                0.60685,                  1.308,                0.90326,                    0.5,                0.45199,                0.36578,                0.97821,                0.98556,                 1.4988,              0.0010839,              0.0010839,              0.0010839
                    108,                0.69841,                0.62045,                 1.3159,                0.90421,                0.49972,                 0.4563,                0.37718,                0.92248,                0.90727,                 1.4131,              0.0010784,              0.0010784,              0.0010784
                    109,                0.70255,                 0.6245,                 1.3494,                0.46572,                 0.5625,                0.50639,                0.36934,                0.96462,                 1.0625,                   1.51,              0.0010729,              0.0010729,              0.0010729
                    110,                0.64639,                0.59989,                 1.3013,                0.91026,                    0.5,                 0.4561,                0.36872,                0.85881,                0.86866,                 1.3862,              0.0010674,              0.0010674,              0.0010674
                    111,                0.65443,                0.56692,                 1.2912,                0.40983,                  0.625,                0.48286,                0.38984,                0.89847,                0.86323,                 1.4643,              0.0010619,              0.0010619,              0.0010619
                    112,                0.66922,                0.58154,                 1.3184,                0.81853,                0.38158,                0.43665,                0.28785,                 1.4314,                 1.4565,                 2.1907,              0.0010564,              0.0010564,              0.0010564
                    113,                0.67123,                0.59477,                  1.311,                0.90321,                    0.5,                0.47848,                0.40177,                0.85809,                0.82637,                 1.3786,              0.0010509,              0.0010509,              0.0010509
                    114,                0.65756,                 0.5911,                 1.2822,                0.91278,                0.49818,                0.46967,                0.39743,                0.88004,                0.88953,                 1.3949,              0.0010454,              0.0010454,              0.0010454
                    115,                0.67435,                0.61413,                 1.3083,                0.88689,                0.49514,                0.44011,                0.35693,                0.84665,                 1.0512,                 1.3941,              0.0010399,              0.0010399,              0.0010399
                    116,                0.66528,                0.57575,                 1.3313,                0.38176,                 0.5625,                0.47616,                 0.3213,                 1.1389,                 1.0457,                 1.7119,              0.0010344,              0.0010344,              0.0010344
                    117,                0.63891,                0.55803,                 1.3011,                0.90383,                    0.5,                0.48099,                0.36591,                 1.0263,                0.93451,                 1.5594,              0.0010289,              0.0010289,              0.0010289
                    118,                0.62803,                0.58444,                 1.2982,                 0.3806,                    0.5,                0.46509,                0.39469,                0.89814,                0.94138,                 1.4254,              0.0010234,              0.0010234,              0.0010234
                    119,                0.62581,                0.53793,                  1.275,                0.46589,                  0.625,                0.53461,                0.42541,                0.82781,                0.90328,                  1.366,              0.0010179,              0.0010179,              0.0010179
                    120,                0.61229,                0.56545,                 1.2734,                0.90769,                    0.5,                0.48108,                0.39377,                0.92746,                0.94555,                 1.5355,              0.0010124,              0.0010124,              0.0010124
                    121,                0.64602,                0.56004,                 1.3152,                0.72235,                  0.625,                0.56612,                0.42891,                0.84462,                0.80703,                 1.3615,              0.0010069,              0.0010069,              0.0010069
                    122,                0.59771,                0.54596,                  1.277,                0.79704,                 0.5625,                0.53033,                 0.4162,                0.88532,                 1.0581,                 1.3961,              0.0010014,              0.0010014,              0.0010014
                    123,                0.63351,                0.60255,                 1.2873,                0.89493,                    0.5,                0.49628,                0.35613,                0.87438,                 1.0698,                 1.4013,             0.00099587,             0.00099587,             0.00099587
                    124,                0.61787,                0.52719,                 1.2857,                0.43632,                  0.625,                0.47466,                0.38719,                0.90535,                0.88258,                 1.4961,             0.00099036,             0.00099036,             0.00099036
                    125,                0.64189,                0.56337,                 1.3089,                0.90303,                    0.5,                 0.4764,                 0.3945,                0.86328,                0.89344,                 1.4086,             0.00098486,             0.00098486,             0.00098486
                    126,                0.63909,                0.57394,                 1.2941,                0.70423,                 0.5625,                0.52305,                 0.4026,                0.85209,                0.88851,                 1.3656,             0.00097936,             0.00097936,             0.00097936
                    127,                0.65284,                0.56253,                 1.2931,                0.57705,                 0.5625,                0.54511,                 0.3961,                0.82433,                0.90809,                 1.3859,             0.00097386,             0.00097386,             0.00097386
                    128,                0.64868,                0.54901,                 1.3011,                0.90278,                    0.5,                0.46311,                0.39184,                0.82804,                  1.087,                  1.369,             0.00096836,             0.00096836,             0.00096836
                    129,                0.63333,                0.56081,                 1.2873,                0.42154,                  0.625,                0.46971,                0.39959,                0.84473,                0.89365,                 1.4143,             0.00096286,             0.00096286,             0.00096286
                    130,                0.63933,                0.56044,                  1.302,                 0.5419,                 0.5625,                0.48507,                0.37392,                0.94341,                0.95525,                 1.4907,             0.00095736,             0.00095736,             0.00095736
                    131,                0.61862,                0.54576,                 1.2693,                0.60668,                  0.625,                0.55105,                0.43283,                0.78632,                0.80947,                 1.4088,             0.00095186,             0.00095186,             0.00095186
                    132,                0.68586,                0.59489,                 1.2982,                0.49456,                  0.625,                0.52904,                 0.3974,                0.90362,                 1.0082,                 1.4349,             0.00094636,             0.00094636,             0.00094636
